seed,year,genre,family,emergenceYear,deathYear,singleOrientation,authoredBaseline,supply,retainedSupply,transitionSupply,floorSupply,unavailableIdentityTransitions,annualFloorRequested,annualFloorReroutes,albumCapacityReroutes,decisions,singleDecisions,albumDecisions,decisionSingleSharePct,orphanDecisions,standaloneDecisions,promoDecisions,fulfilledUnits,marketSharePct,backorders,backorderRatePct,unitsPerSupply,settlementSingleUnits,settlementAlbumUnits,settlementSingleSharePct,meanAcceptance,meanEligible,meanCharted,meanRadio
1001,1960,HardRock,Rock,1967,,0.4,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012534181318681344,0,0,0
1001,1960,Jazz,Jazz,1945,,0.3,0.5,301,248,50,3,0,3,0,0,306,61,245,19.934640522875817,61,0,245,13410183,8.963535411821608,3408140,20.264446104406485,44552.10299003322,12757032,661465,95.07049858117493,0.6334721016483518,224.3846153846154,22.153846153846153,8.107851590659344
1001,1960,LatinPop,Latin,1958,,0.6,0.2,40,24,13,3,0,3,0,0,40,21,19,52.5,21,0,19,263016,0.17580321087905154,110474,29.57883745214062,6575.4,261970,2046,99.2250469668505,0.2497239642857139,20.634615384615383,0.019230769230769232,0.532962175824176
1001,1960,ProgressiveRock,Rock,1968,,0.25,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009999999999999908,0,0,0
1001,1960,ProtoMetal,Rock,1968,,0.4,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009999999999999908,0,0,0
1001,1960,ProtoPunk,Rock,1967,,0.4,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009999999999999908,0,0,0
1001,1960,PsychedelicRock,Rock,1966,1971,0.45,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019999999999999817,0,0,0
1001,1960,Reggae,Caribbean,1968,,0.8,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009999999999999908,0,0,0
1001,1960,RnB,RhythmAndSoul,1949,1965,0.8,0.4,413,321,89,3,0,3,0,0,422,398,24,94.31279620853081,398,0,24,11035393,7.376195831098523,4963889,31.025698528221454,26720.0799031477,11042519,4517,99.95911120412751,0.5076700769230769,161.34615384615384,7.6923076923076925,8.908282604395602
1001,1960,RockAndRoll,Rock,1955,,0.85,0.6,556,465,88,3,0,3,0,0,574,552,22,96.16724738675958,552,0,22,13505441,9.027207060169681,6821539,33.559038283109444,24290.36151079137,13514309,6814,99.94960477765049,0.7634025549450557,213.01923076923077,6.538461538461538,14.097551865384633
1001,1960,Rocksteady,Caribbean,1966,1968,0.8,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009999999999999908,0,0,0
1001,1960,SingerSongwriter,Folk,1967,,0.35,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027602442307692324,0,0,0
1001,1960,Ska,Caribbean,1964,1967,0.8,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012534181318681344,0,0,0
