seed,year,genre,family,emergenceYear,deathYear,singleOrientation,authoredBaseline,supply,retainedSupply,transitionSupply,floorSupply,unavailableIdentityTransitions,annualFloorRequested,annualFloorReroutes,albumCapacityReroutes,decisions,singleDecisions,albumDecisions,decisionSingleSharePct,orphanDecisions,standaloneDecisions,promoDecisions,fulfilledUnits,marketSharePct,backorders,backorderRatePct,unitsPerSupply,settlementSingleUnits,settlementAlbumUnits,settlementSingleSharePct,meanAcceptance,meanEligible,meanCharted,meanRadio
1001,1963,Ska,Caribbean,1964,1967,0.8,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04245891483516477,0,0,0
1001,1963,Soul,RhythmAndSoul,1960,,0.7,0.65,283,184,96,3,0,3,0,0,283,248,35,87.63250883392226,248,0,35,9884780,6.559241528035101,4838013,32.860701091158454,34928.55123674912,9891267,3168,99.96798200200416,0.8089790439560446,131.01923076923077,7.25,8.941645857142857
1001,1963,SunshinePop,Pop,1965,1971,0.55,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06743151923076923,0,0,0
1001,1963,SurfRock,Rock,1961,1966,0.8,0.625,87,36,48,3,0,3,0,0,87,84,3,96.55172413793103,84,0,3,2909078,1.9303763185314489,1165462,28.603523342512283,33437.67816091954,2908164,4270,99.85338723555624,0.7771848626373623,39.57692307692308,2.173076923076923,2.7197410659340657
1001,1963,TeenPop,Pop,1957,1965,0.9,0.625,423,311,109,3,0,3,0,0,422,384,38,90.99526066350711,384,0,38,19733074,13.094272048198313,7902365,28.595040592624564,46650.29314420804,19690439,61433,99.6889763157639,0.6988725961538459,248.67307692307693,14.5,14.27255739010989
1001,1963,TexMex,Latin,1959,,0.75,0.225,38,17,18,3,0,3,0,0,38,31,7,81.57894736842105,31,0,7,831887,0.5520150936118493,13905,1.6440212250766146,21891.763157894737,829414,3943,99.52685343736238,0.3314061483516481,19.28846153846154,0.5192307692307693,0.6965805192307692
1001,1963,TraditionalPop,Pop,1950,1971,0.45,0.4,387,279,105,3,0,3,0,0,387,263,124,67.95865633074935,263,2,122,26477137,17.569428611853244,6217252,19.01626606326853,68416.37467700259,24915691,1579870,94.03722759446384,0.4618205741758242,697.8461538461538,43.53846153846154,11.597794370879116
1001,1964,AcidRock,Rock,1966,1971,0.4,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11164644230769231,0,0,0
1001,1964,BaroquePop,Pop,1966,1970,0.5,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08959030769230779,0,0,0
1001,1964,Blues,Blues,1945,,0.5,0.3,61,38,20,3,0,3,0,0,61,32,29,52.459016393442624,32,0,29,2400407,1.4936046324705752,782579,24.586316119517964,39350.934426229505,2126082,277174,88.46673013611533,0.40480250274725305,150.40384615384616,5,1.460510815934066
1001,1964,BluesRock,Rock,1966,,0.45,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14825711538461514,0,0,0
1001,1964,Boogaloo,Latin,1966,1969,0.7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1384016538461538,0,0,0
1001,1964,BossaNova,Jazz,1962,1967,0.45,0.55,57,22,32,3,0,3,0,0,57,57,0,100,57,0,0,1955747,1.2169239546212078,889462,31.261745622202096,34311.350877192985,1958025,0,100,0.6566405714285717,24.76923076923077,1.2884615384615385,1.614268148351648
1001,1964,BritishBeat,Rock,1963,1967,0.75,0.95,187,37,147,3,0,3,0,0,187,149,38,79.67914438502673,149,1,37,10720388,6.6705442779836766,2548908,19.209067308469116,57328.27807486631,10702990,20380,99.80994780558724,0.9495287829670329,69.61538461538461,6.384615384615385,5.432896807692306
1001,1964,BritishBlues,Rock,1964,,0.65,0.15,8,1,4,3,0,3,0,0,8,3,5,37.5,3,0,5,390120,0.2427442676260404,80143,17.04216576681559,48765,386380,4008,98.97332909823048,0.28522076373626365,6.384615384615385,0.38461538461538464,0.15339875549450543
1001,1964,BritishPop,Pop,1964,1968,0.8,0.8,176,26,147,3,0,3,0,0,176,153,23,86.93181818181819,153,0,23,9537540,5.934541070065788,2952966,23.641684332083905,54190.568181818184,9527931,13563,99.85785244952206,0.8770877032967034,71.90384615384616,6.6923076923076925,5.720015543956041
1001,1964,Bubblegum,Pop,1967,1971,0.9,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08698784340659331,0,0,0
1001,1964,Childrens,NonMusic,1950,,0.3,0.35,32,12,17,3,0,3,0,0,32,3,29,9.375,3,0,29,630919,0.39257656768777244,323442,33.89094902243491,19716.21875,597991,34184,94.59263653260568,0.4152849642857145,49.69230769230769,0.23076923076923078,0.5775973296703295
1001,1964,Classical,Classical,1945,,0.15,0.4,57,44,10,3,0,3,0,0,56,0,56,0,0,6,50,1174709,0.7309388800336263,760021,39.28305241558254,20608.929824561405,898179,279432,76.2712814333426,0.4594093571428573,221.03846153846155,0.28846153846153844,1.1400357170329667
1001,1964,Comedy,NonMusic,1955,,0.15,0.4,56,30,23,3,0,3,0,0,56,9,47,16.071428571428573,9,2,45,2354271,1.4648974410136002,1240891,34.515579548292955,42040.55357142857,2253100,103831,95.59465253755837,0.4962312362637364,105.48076923076923,2.1538461538461537,1.4090565192307691
1001,1964,ContemporaryFolk,Folk,1961,1969,0.5,0.55,50,24,23,3,0,3,0,0,50,19,31,38,19,0,31,1900051,1.182268246814123,919915,32.62149259955616,38001.02,1876152,25829,98.64199484642592,0.6535038571428569,50.96153846153846,0.9615384615384616,1.5195907335164838
